company,subject,date_only,email_body,rule_label,rule_confidence,final_label,sentiment_label,sentiment_compound,extracted_role,contact_person,contact_email,dates_mentioned,summary
Raytheon,Assessment invitation from Raytheon,2025-03-05,"Hi Micheal Gary Scott,

As part of the application process for Backend Engineer at Raytheon, we invite you to take our online assessment.

The assessment evaluates your analytical and problem-solving abilities. It should take about 45 minutes to complete.

Please complete it by April 18, 2025.

[Start Assessment]

Note: Once you begin, the timer will start and cannot be paused.

Thank you,
Raytheon",action_required,0.95,action_required,negative,-1.0,,,,"April 18, 2025","hi micheal gary scott, as part of the application process for backend engineer at raytheon, we invite you to take our online assessment. the assessment evaluates your analytical and problem-solving abilities."
Spotify,Application received: Cloud Engineer at Spotify,2025-05-01,"Hi Michael Gary Scott,

We've received your application for the Cloud Engineer position (Job ID: 270795) at Spotify. Thank you for your interest in joining our team!

Our hiring team is currently reviewing all applications. We'll be in touch if we'd like to move forward.

We appreciate your patience during this process.

Regards,
The Spotify Recruiting Team",in_process,0.85,in_process,neutral,0.0,Cloud Engineer,,,,"hi michael gary scott, we've received your application for the cloud engineer position job id: 270795 at spotify. thank you for your interest in joining our team!"
Canva,Your job application status,2025-04-10,"Canva

Micheal Gary Scott,

Thank you for your interest in the Compliance Analyst position at Canva. At this time we're sorry to let you know we're moving forward with other candidates.

Please continue to visit our careers page for future opportunities.

Canva Talent Acquisition Team",rejection,0.95,rejection,negative,-1.0,Compliance Analyst,,,,"canva micheal gary scott, thank you for your interest in the compliance analyst position at canva. at this time we're sorry to let you know we're moving forward with other candidates."
Fidelity,Application received: Risk Analyst at Fidelity,2025-03-22,"Hi Michael Gary Scott,

We've received your application for the Risk Analyst position (Job ID: 792792) at Fidelity. Thank you for your interest in joining our team!

Our hiring team is currently reviewing all applications. We'll be in touch if we'd like to move forward.

We appreciate your patience during this process.

Regards,
The Fidelity Recruiting Team",in_process,0.85,in_process,neutral,0.0,Risk Analyst,,,,"hi michael gary scott, we've received your application for the risk analyst position job id: 792792 at fidelity. thank you for your interest in joining our team!"
Google,Your job application status,2025-03-04,"Google

Micheal Gary Scott,

Thank you for your interest in the Security Analyst position at Google. At this time we're sorry to let you know we're moving forward with other candidates.

Please continue to visit our careers page for future opportunities.

Google Talent Acquisition Team",rejection,0.95,rejection,negative,-1.0,Security Analyst,,,,"google micheal gary scott, thank you for your interest in the security analyst position at google. at this time we're sorry to let you know we're moving forward with other candidates."
Fortinet,Moving forward with your application - Fortinet,2025-01-10,"Hi Michael Gary Scott,

I'm excited to let you know that we'd like to advance your candidacy for the Financial Analyst role at Fortinet.

The next step in our process is a technical interview. This will be a 60-minute session focused on problem-solving and domain knowledge relevant to the position.

Could you share your availability for the next two weeks? We'll work to find a time that suits you.

Best,
Nicole Robinson
Fortinet Hiring Team",interview,0.85,interview,positive,1.0,Financial Analyst,,,,"hi michael gary scott, i'm excited to let you know that we'd like to advance your candidacy for the financial analyst role at fortinet. the next step in our process is a technical interview."
Twilio,Complete your profile on Twilio,2025-02-17,"Hi Micheal Gary Scott,

Your profile on Twilio's talent network is only 60% complete. A complete profile increases your chances of being found by recruiters.

Add these to stand out:
- Work experience details
- Skills and certifications
- Portfolio links
- Profile photo

Update your profile now: [Link]

Twilio Talent Community",action_required,0.7,unrelated,neutral,0.0,,,,,"hi micheal gary scott, your profile on twilio's talent network is only 60 complete. a complete profile increases your chances of being found by recruiters."
Udemy,HireVue Interview - AI Engineer at Udemy,2025-03-13,"Hi Micheal Gary Scott,

Thank you for applying to Udemy! As part of our selection process for the AI Engineer role, we'd like you to complete a HireVue video interview.

You'll be asked to respond to a series of pre-recorded questions on camera. You can complete this at any time before February 06, 2025.

Tips:
- Find a quiet, well-lit space
- Test your camera and microphone beforehand
- You'll have time to prepare before each question

Start your HireVue interview: [Link]

Udemy Talent Acquisition",interview,0.85,interview,neutral,0.0,Udemy! As part of our selection process for the AI Engineer,,,"February 06, 2025","as part of our selection process for the ai engineer role, we'd like you to complete a hirevue video interview. you can complete this at any time before february 06, 2025."
Databricks,Similar jobs you might like,2025-03-02,"Michael Gary Scott, based on your recent activity, we think you'll be interested in these roles:

Actuarial Analyst at Wells Fargo - Posted 2 days ago
Pricing Analyst at Capital One - Posted 3 days ago
Product Manager at Nuro - Posted 1 week ago

Apply with one click using your saved profile.

Job recommendations are based on your search history. Unsubscribe here.",unrelated,0.95,unrelated,neutral,0.0,,,,,"michael gary scott, based on your recent activity, we think you'll be interested in these roles: actuarial analyst at wells fargo - posted 2 days ago pricing analyst at capital one - posted 3 days ago product manager at nuro - posted 1 week ago apply with one click using your saved profile. job recommendations are based on your search history."
AbbVie,Thank you for applying to AbbVie!,2025-01-21,"Dear Michael Gary Scott,

Thank you for applying to the Healthcare Data Analyst position at AbbVie. We have received your application and our recruiting team will review your qualifications carefully.

If your background aligns with our requirements, a member of our team will reach out to discuss next steps. Please note that due to the high volume of applications, this process may take several weeks.

In the meantime, you can track your application status through our careers portal.

Best regards,
AbbVie Talent Acquisition",in_process,0.95,in_process,neutral,0.0,Healthcare Data Analyst,,,,"we have received your application and our recruiting team will review your qualifications carefully. if your background aligns with our requirements, a member of our team will reach out to discuss next steps."
Workday,Complete your Workday application - Assessment Required,2025-02-07,"Hi Michael Gary Scott,

Congratulations on being selected to move forward in the hiring process for Product Manager at Workday!

To continue, please complete the following online assessment:

Assessment: Technical Skills Evaluation
Platform: HackerRank
Time limit: 90 minutes
Deadline: January 20, 2025

Please ensure you have a stable internet connection and a quiet environment.

Best of luck,
Workday Talent Team",action_required,0.95,action_required,positive,1.0,,,,"January 20, 2025","hi michael gary scott, congratulations on being selected to move forward in the hiring process for product manager at workday! to continue, please complete the following online assessment: assessment: technical skills evaluation platform: hackerrank time limit: 90 minutes deadline: january 20, 2025 please ensure you have a stable internet connection and a quiet environment."
Humana,Your Humana offer,2025-04-08,"Hi Michael Gary Scott,

Fantastic news - we'd love to have you join us at Humana! I'm pleased to extend a formal offer for the Supply Chain Analyst position.

The details:
- Compensation: $105,000 annually
- Start date: March 03, 2025
- Reports to: Daniel Wilson

We've attached the full offer package for your review. Take your time looking through it and let me know if you have any questions.

We're really excited about this!

Matthew Walker
Humana",acceptance,0.95,acceptance,positive,1.0,,,,"March 03, 2025","i'm pleased to extend a formal offer for the supply chain analyst position. the details: - compensation: 105,000 annually - start date: march 03, 2025 - reports to: daniel wilson we've attached the full offer package for your review."
Splunk,Thank you for your interest in Splunk,2025-02-03,"Hi Michael Gary Scott,

Thank you for submitting your application for the Solutions Architect role at Splunk. We appreciate you taking the time to apply.

Our team is reviewing applications and will reach out to candidates who are a good match. We will keep your resume on file for future openings as well.

Thank you again,
David Rodriguez
Recruiter, Splunk",in_process,0.7,in_process,neutral,0.0,Solutions Architect,,,,"hi michael gary scott, thank you for submitting your application for the solutions architect role at splunk. our team is reviewing applications and will reach out to candidates who are a good match."
Unilever,Your application to Unilever has been submitted,2025-04-23,"Hello Micheal Gary Scott,

This is to confirm that your application for the Security Analyst role at Unilever has been successfully submitted.

What happens next:
- Our team will carefully review your resume and qualifications
- If your experience matches our requirements, we will contact you
- You can check your application status at any time through our portal

Thank you for considering Unilever as your next career step.

Best,
Unilever Careers",in_process,0.85,action_required,positive,1.0,Security Analyst,,,,"hello micheal gary scott, this is to confirm that your application for the security analyst role at unilever has been successfully submitted. what happens next: - our team will carefully review your resume and qualifications - if your experience matches our requirements, we will contact you - you can check your application status at any time through our portal thank you for considering unilever as your next career step."
Honeywell,"Micheal Gary Scott, your application was sent to Honeywell",2025-04-09,"Your application was sent to Honeywell

Micheal Gary Scott your application was sent to Honeywell

Honeywell
Technical Writer

Your application was sent to the employer. Good luck!

Note: This email confirms your application was submitted.",in_process,0.7,in_process,neutral,0.0,,,,,your application was sent to honeywell micheal gary scott your application was sent to honeywell honeywell technical writer your application was sent to the employer. note: this email confirms your application was submitted.
Siemens,Great news from Siemens!,2025-01-30,"Dear Michael Gary Scott,

I am pleased to offer you the position of Security Analyst at Siemens. After meeting with our interview panel, everyone was impressed with your skills and experience, and we believe you'll make a significant contribution to our team.

Please review the attached offer details and compensation package. Your proposed start date is February 14, 2025.

To accept, please sign the offer letter and return it to us. We're excited to have you!

Congratulations,
Andrew Lewis
VP of Talent, Siemens",acceptance,0.95,acceptance,positive,1.0,,,,"February 14, 2025","dear michael gary scott, i am pleased to offer you the position of security analyst at siemens. after meeting with our interview panel, everyone was impressed with your skills and experience, and we believe you'll make a significant contribution to our team."
Fidelity,Your application to Fidelity has been submitted,2025-01-14,"Hello Michael Gary Scott,

This is to confirm that your application for the Sales Engineer role at Fidelity has been successfully submitted.

What happens next:
- Our team will carefully review your resume and qualifications
- If your experience matches our requirements, we will contact you
- You can check your application status at any time through our portal

Thank you for considering Fidelity as your next career step.

Best,
Fidelity Careers",in_process,0.85,in_process,positive,1.0,Sales Engineer,,,,"hello michael gary scott, this is to confirm that your application for the sales engineer role at fidelity has been successfully submitted. what happens next: - our team will carefully review your resume and qualifications - if your experience matches our requirements, we will contact you - you can check your application status at any time through our portal thank you for considering fidelity as your next career step."
Databricks,Interview Scheduled - Frontend Engineer at Databricks,2025-04-19,"Hi Micheal Gary Scott,

Your interview for the Frontend Engineer position at Databricks has been scheduled.

Date: April 20, 2025
Time: 11:30 AM EST
Format: Video call (link will be sent separately)
Interviewer: Nicole Robinson
Duration: 60 minutes

Please confirm your attendance by replying to this email. If you need to reschedule, let us know at least 24 hours in advance.

Good luck!

Databricks Recruiting Team",interview,0.85,interview,neutral,0.0,Frontend Engineer,,,"April 20, 2025","hi micheal gary scott, your interview for the frontend engineer position at databricks has been scheduled. date: april 20, 2025 time: 11:30 am est format: video call link will be sent separately interviewer: nicole robinson duration: 60 minutes please confirm your attendance by replying to this email."
Midjourney,Regarding your application to Midjourney,2025-02-22,"Dear Micheal Gary Scott,

We appreciate your interest in joining Midjourney and the time you invested in applying for the Investment Analyst position.

After a thorough review of your application, we have determined that we will not be advancing your candidacy at this time. The selection process was highly competitive, and while your background is impressive, we have chosen to pursue candidates whose experience more closely matches our current needs.

We will keep your information on file and may reach out if a suitable opportunity arises.

With best wishes,
Midjourney HR Team",rejection,0.95,rejection,neutral,0.0,Investment Analyst,,,,"dear micheal gary scott, we appreciate your interest in joining midjourney and the time you invested in applying for the investment analyst position. after a thorough review of your application, we have determined that we will not be advancing your candidacy at this time."
Oracle,Regarding your application to Oracle,2025-04-02,"Dear Micheal Gary Scott,

We appreciate your interest in joining Oracle and the time you invested in applying for the Supply Chain Analyst position.

After a thorough review of your application, we have determined that we will not be advancing your candidacy at this time. The selection process was highly competitive, and while your background is impressive, we have chosen to pursue candidates whose experience more closely matches our current needs.

We will keep your information on file and may reach out if a suitable opportunity arises.

With best wishes,
Oracle HR Team",rejection,0.95,rejection,neutral,0.0,Supply Chain Analyst,,,,"dear micheal gary scott, we appreciate your interest in joining oracle and the time you invested in applying for the supply chain analyst position. after a thorough review of your application, we have determined that we will not be advancing your candidacy at this time."
PepsiCo,Action Required: Complete your assessment for PepsiCo,2025-04-08,"Dear Michael Gary Scott,

Thank you for applying to the Supply Chain Analyst position at PepsiCo. As the next step in our hiring process, we'd like you to complete an online assessment.

Please complete the assessment within 5 business days (by January 15, 2025). The assessment will take approximately 60-90 minutes.

Click the link below to begin:
[Assessment Link]

If you have any technical difficulties, please contact our support team.

Good luck!
PepsiCo Recruiting",action_required,0.95,action_required,neutral,0.0,Supply Chain Analyst,,,"January 15, 2025","as the next step in our hiring process, we'd like you to complete an online assessment. please complete the assessment within 5 business days by january 15, 2025 ."
Atlassian,Your Atlassian offer,2025-02-12,"Hi Michael Gary Scott,

Fantastic news - we'd love to have you join us at Atlassian! I'm pleased to extend a formal offer for the AI Engineer position.

The details:
- Compensation: $155,000 annually
- Start date: March 22, 2025
- Reports to: Rachel Thompson

We've attached the full offer package for your review. Take your time looking through it and let me know if you have any questions.

We're really excited about this!

Michelle Anderson
Atlassian",acceptance,0.95,acceptance,positive,1.0,,,,"March 22, 2025","i'm pleased to extend a formal offer for the ai engineer position. the details: - compensation: 155,000 annually - start date: march 22, 2025 - reports to: rachel thompson we've attached the full offer package for your review."
Coursera,Screening call - Revenue Analyst at Coursera,2025-04-15,"Hi Micheal Gary Scott,

Thanks for your application to the Revenue Analyst position at Coursera. Your profile caught our attention and we'd love to learn more about you.

I'd like to schedule a quick screening call to discuss your background and the opportunity. This would be a casual 20-minute conversation.

Are you free sometime this week?

Cheers,
Matthew Walker
Talent Acquisition, Coursera",interview,0.95,interview,positive,1.0,Revenue Analyst,,,,"hi micheal gary scott, thanks for your application to the revenue analyst position at coursera. i'd like to schedule a quick screening call to discuss your background and the opportunity."
Accenture,Moving forward with your application - Accenture,2025-02-04,"Hi Micheal Gary Scott,

I'm excited to let you know that we'd like to advance your candidacy for the Systems Analyst role at Accenture.

The next step in our process is a technical interview. This will be a 60-minute session focused on problem-solving and domain knowledge relevant to the position.

Could you share your availability for the next two weeks? We'll work to find a time that suits you.

Best,
Rachel Thompson
Accenture Hiring Team",interview,0.85,interview,positive,1.0,Systems Analyst,,,,"hi micheal gary scott, i'm excited to let you know that we'd like to advance your candidacy for the systems analyst role at accenture. the next step in our process is a technical interview."
Freshworks,Your job application status,2025-03-03,"Freshworks

Micheal Gary Scott,

Thank you for your interest in the Cloud Engineer position at Freshworks. At this time we're sorry to let you know we're moving forward with other candidates.

Please continue to visit our careers page for future opportunities.

Freshworks Talent Acquisition Team",rejection,0.95,rejection,negative,-1.0,Cloud Engineer,,,,"freshworks micheal gary scott, thank you for your interest in the cloud engineer position at freshworks. at this time we're sorry to let you know we're moving forward with other candidates."
OpenAI,Complete your OpenAI application - Assessment Required,2025-04-12,"Hi Michael Gary Scott,

Congratulations on being selected to move forward in the hiring process for Supply Chain Analyst at OpenAI!

To continue, please complete the following online assessment:

Assessment: Technical Skills Evaluation
Platform: HackerRank
Time limit: 90 minutes
Deadline: January 15, 2025

Please ensure you have a stable internet connection and a quiet environment.

Best of luck,
OpenAI Talent Team",action_required,0.95,action_required,positive,1.0,,,,"January 15, 2025","hi michael gary scott, congratulations on being selected to move forward in the hiring process for supply chain analyst at openai! to continue, please complete the following online assessment: assessment: technical skills evaluation platform: hackerrank time limit: 90 minutes deadline: january 15, 2025 please ensure you have a stable internet connection and a quiet environment."
Coca-Cola,Next Steps: Customer Success Manager position at Coca-Cola,2025-02-10,"Dear Michael Gary Scott,

Thank you for your interest in the Customer Success Manager role at Coca-Cola. We were pleased with your initial application and would like to invite you to complete the next step in our process.

Please complete the following:
1. Online coding challenge (via CoderPad)
2. Short video introduction (2-3 minutes)

Both must be completed by February 23, 2025.

Access the assessment portal here: [Link]

Reach out if you need accommodations.

Coca-Cola Hiring Team",action_required,0.95,action_required,positive,1.0,Customer Success Manager,,,"February 23, 2025","dear michael gary scott, thank you for your interest in the customer success manager role at coca-cola. we were pleased with your initial application and would like to invite you to complete the next step in our process."
Palo Alto Networks,Next Steps: Customer Success Manager position at Palo Alto Networks,2025-03-24,"Dear Micheal Gary Scott,

Thank you for your interest in the Customer Success Manager role at Palo Alto Networks. We were pleased with your initial application and would like to invite you to complete the next step in our process.

Please complete the following:
1. Online coding challenge (via CoderPad)
2. Short video introduction (2-3 minutes)

Both must be completed by May 01, 2025.

Access the assessment portal here: [Link]

Reach out if you need accommodations.

Palo Alto Networks Hiring Team",action_required,0.95,action_required,positive,1.0,Customer Success Manager,,,"May 01, 2025","dear micheal gary scott, thank you for your interest in the customer success manager role at palo alto networks. we were pleased with your initial application and would like to invite you to complete the next step in our process."
Boeing,Interview Scheduled - Solutions Architect at Boeing,2025-01-21,"Hi Micheal Gary Scott,

Your interview for the Solutions Architect position at Boeing has been scheduled.

Date: February 25, 2025
Time: 2:30 PM EST
Format: Video call (link will be sent separately)
Interviewer: Andrew Lewis
Duration: 60 minutes

Please confirm your attendance by replying to this email. If you need to reschedule, let us know at least 24 hours in advance.

Good luck!

Boeing Recruiting Team",interview,0.85,interview,neutral,0.0,Solutions Architect,,,"February 25, 2025","hi micheal gary scott, your interview for the solutions architect position at boeing has been scheduled. date: february 25, 2025 time: 2:30 pm est format: video call link will be sent separately interviewer: andrew lewis duration: 60 minutes please confirm your attendance by replying to this email."
Duolingo,Interview details for Research Scientist - Duolingo,2025-03-18,"Dear Michael Gary Scott,

Following our review of your application, we are pleased to invite you to an on-site interview at Duolingo for the Research Scientist position.

Date: February 11, 2025
Location: Duolingo Headquarters
Time: 1:00 PM

Your interview day will include:
- Meeting with the hiring manager
- Technical assessment
- Team meet and greet
- Lunch with the team

Please bring a valid photo ID. We will reimburse any travel expenses.

Looking forward to meeting you in person!

Ryan Allen
Duolingo",interview,0.85,interview,positive,1.0,,,,"February 11, 2025","dear michael gary scott, following our review of your application, we are pleased to invite you to an on-site interview at duolingo for the research scientist position. date: february 11, 2025 location: duolingo headquarters time: 1:00 pm your interview day will include: - meeting with the hiring manager - technical assessment - team meet and greet - lunch with the team please bring a valid photo id."
DoorDash,Next Steps: Actuarial Analyst position at DoorDash,2025-02-04,"Dear Micheal Gary Scott,

Thank you for your interest in the Actuarial Analyst role at DoorDash. We were pleased with your initial application and would like to invite you to complete the next step in our process.

Please complete the following:
1. Online coding challenge (via CoderPad)
2. Short video introduction (2-3 minutes)

Both must be completed by April 15, 2025.

Access the assessment portal here: [Link]

Reach out if you need accommodations.

DoorDash Hiring Team",action_required,0.95,action_required,positive,1.0,Actuarial Analyst,,,"April 15, 2025","dear micheal gary scott, thank you for your interest in the actuarial analyst role at doordash. we were pleased with your initial application and would like to invite you to complete the next step in our process."
Udemy,Complete Assessment - Udemy Application,2025-01-01,"Dear Micheal Gary Scott,

You have been invited to complete an assessment for the Investment Analyst position at Udemy.

Assessment Type: Situational Judgment Test
Duration: Approximately 30 minutes
Deadline: January 08, 2025

This assessment helps us understand how you approach workplace scenarios. There are no right or wrong answers.

Click here to begin: [Assessment Link]

Best regards,
Udemy People & Culture",action_required,0.85,action_required,neutral,0.0,Investment Analyst,Udemy People,,"January 08, 2025","dear micheal gary scott, you have been invited to complete an assessment for the investment analyst position at udemy. assessment type: situational judgment test duration: approximately 30 minutes deadline: january 08, 2025 this assessment helps us understand how you approach workplace scenarios."
Oracle,Application Acknowledged - Strategy Analyst,2025-04-05,"Dear Michael Gary Scott,

We are writing to confirm receipt of your application for the Strategy Analyst position at Oracle (Ref: 474597).

Your application is being reviewed by our hiring managers. We will notify you of any changes to your application status.

Kind regards,
Oracle Recruitment",rejection,0.55,in_process,negative,-1.0,Strategy Analyst,Oracle Recruitment,,,"dear michael gary scott, we are writing to confirm receipt of your application for the strategy analyst position at oracle ref: 474597 . your application is being reviewed by our hiring managers."
Cloudflare,New jobs that match your profile,2025-02-22,"Hi Micheal Gary Scott,

We found new jobs that match your profile:

- Data Analyst at PepsiCo
- Business Analyst at Waters Corporation
- Software Engineer at Twitter

Apply now on our platform!

If you wish to unsubscribe from these alerts, click here.

JobBoard Team",unrelated,0.85,unrelated,neutral,0.0,,,,,"hi micheal gary scott, we found new jobs that match your profile: - data analyst at pepsico - business analyst at waters corporation - software engineer at twitter apply now on our platform! if you wish to unsubscribe from these alerts, click here."
Spotify,Complete Assessment - Spotify Application,2025-04-27,"Dear Micheal Gary Scott,

You have been invited to complete an assessment for the Machine Learning Engineer position at Spotify.

Assessment Type: Situational Judgment Test
Duration: Approximately 30 minutes
Deadline: April 19, 2025

This assessment helps us understand how you approach workplace scenarios. There are no right or wrong answers.

Click here to begin: [Assessment Link]

Best regards,
Spotify People & Culture",action_required,0.85,action_required,neutral,0.0,Machine Learning Engineer,Spotify People,,"April 19, 2025","dear micheal gary scott, you have been invited to complete an assessment for the machine learning engineer position at spotify. assessment type: situational judgment test duration: approximately 30 minutes deadline: april 19, 2025 this assessment helps us understand how you approach workplace scenarios."
OpenAI,Thank you for applying at OpenAI,2025-02-01,"Micheal Gary Scott, thank you for your interest in our Software Engineer role at OpenAI! We have received your application and are delighted that you would consider joining our team.

We will review your background and experience and get back to you if there is a potential fit. Due to the volume of applications we receive, only selected candidates will be contacted.

Best wishes,
OpenAI Hiring Team",in_process,0.95,in_process,positive,1.0,our Software Engineer,,,,"micheal gary scott, thank you for your interest in our software engineer role at openai! we have received your application and are delighted that you would consider joining our team."
Veeva Systems,Your job application status,2025-03-29,"Veeva Systems

Michael Gary Scott,

Thank you for your interest in the Strategy Analyst position at Veeva Systems. At this time we're sorry to let you know we're moving forward with other candidates.

Please continue to visit our careers page for future opportunities.

Veeva Systems Talent Acquisition Team",rejection,0.95,rejection,negative,-1.0,Strategy Analyst,,,,"veeva systems michael gary scott, thank you for your interest in the strategy analyst position at veeva systems. at this time we're sorry to let you know we're moving forward with other candidates."
Danaher,Thank you for applying to Danaher,2025-03-28,"Dear Micheal Gary Scott,

Thank you very much for your recent application to the Sales Engineer position at Danaher.

Unfortunately, after careful review, we are unable to offer you a position at this time. We had many strong candidates apply and it was not an easy decision.

We genuinely appreciate your interest in Danaher and hope you'll consider us for future opportunities.

Best regards,
Jessica Hall
Talent Acquisition, Danaher",rejection,0.95,rejection,neutral,0.0,Sales Engineer,Jessica Hall,,,"dear micheal gary scott, thank you very much for your recent application to the sales engineer position at danaher. unfortunately, after careful review, we are unable to offer you a position at this time."
Slack,Research Scientist at Slack: we've got your application,2025-02-18,"Hello Micheal Gary Scott,

We've received your application for the Research Scientist position at Slack. Thank you for taking the time to apply and for considering joining us.

First of all, our recruiters will take a close look at your resume and cover letter. If your qualifications are a good match for the role, you'll hear from us soon.

In the meantime, feel free to explore other opportunities on our careers page.

Best regards,
The Slack Talent Team",in_process,0.7,in_process,neutral,0.0,Research Scientist,The Slack,,,"hello micheal gary scott, we've received your application for the research scientist position at slack. thank you for taking the time to apply and for considering joining us."
Johnson & Johnson,Update: Your application for Solutions Architect,2025-04-03,"Dear Micheal Gary Scott,

We have completed our review of applications for the Solutions Architect position at Johnson & Johnson. We appreciate your interest in this opportunity.

Regrettably, we will not be moving forward with your candidacy. The position has been filled by another candidate.

We wish you all the best in your career endeavors and encourage you to monitor our openings for future roles.

Best,
Christopher Martinez
Johnson & Johnson",rejection,0.95,rejection,negative,-0.6667,Solutions Architect,,,,"dear micheal gary scott, we have completed our review of applications for the solutions architect position at johnson johnson. regrettably, we will not be moving forward with your candidacy."
HubSpot,Application received: Revenue Analyst at HubSpot,2025-02-26,"Hi Micheal Gary Scott,

We've received your application for the Revenue Analyst position (Job ID: 676239) at HubSpot. Thank you for your interest in joining our team!

Our hiring team is currently reviewing all applications. We'll be in touch if we'd like to move forward.

We appreciate your patience during this process.

Regards,
The HubSpot Recruiting Team",in_process,0.85,in_process,neutral,0.0,Revenue Analyst,,,,"hi micheal gary scott, we've received your application for the revenue analyst position job id: 676239 at hubspot. thank you for your interest in joining our team!"
Lockheed Martin,HireVue Interview - Actuarial Analyst at Lockheed Martin,2025-04-09,"Hi Michael Gary Scott,

Thank you for applying to Lockheed Martin! As part of our selection process for the Actuarial Analyst role, we'd like you to complete a HireVue video interview.

You'll be asked to respond to a series of pre-recorded questions on camera. You can complete this at any time before February 09, 2025.

Tips:
- Find a quiet, well-lit space
- Test your camera and microphone beforehand
- You'll have time to prepare before each question

Start your HireVue interview: [Link]

Lockheed Martin Talent Acquisition",interview,0.85,interview,neutral,0.0,Lockheed Martin! As part of our selection process for the Actuarial Analyst,,,"February 09, 2025","as part of our selection process for the actuarial analyst role, we'd like you to complete a hirevue video interview. you can complete this at any time before february 09, 2025."
Atlassian,Your job application status,2025-04-20,"Atlassian

Micheal Gary Scott,

Thank you for your interest in the UX Researcher position at Atlassian. At this time we're sorry to let you know we're moving forward with other candidates.

Please continue to visit our careers page for future opportunities.

Atlassian Talent Acquisition Team",rejection,0.95,rejection,negative,-1.0,UX Researcher,,,,"atlassian micheal gary scott, thank you for your interest in the ux researcher position at atlassian. at this time we're sorry to let you know we're moving forward with other candidates."
Siemens,Application received: AI Engineer at Siemens,2025-02-23,"Hi Michael Gary Scott,

We've received your application for the AI Engineer position (Job ID: 345684) at Siemens. Thank you for your interest in joining our team!

Our hiring team is currently reviewing all applications. We'll be in touch if we'd like to move forward.

We appreciate your patience during this process.

Regards,
The Siemens Recruiting Team",in_process,0.85,in_process,neutral,0.0,AI Engineer,,,,"hi michael gary scott, we've received your application for the ai engineer position job id: 345684 at siemens. thank you for your interest in joining our team!"
VMware,Background Check Required - VMware,2025-04-05,"Hi Micheal Gary Scott,

As part of the hiring process for the Healthcare Data Analyst position at VMware, we need you to complete a background check authorization.

Please click the link below to provide the required information:
[Background Check Portal]

This must be completed by February 24, 2025. The background check typically takes 3-5 business days to process.

If you have questions, contact us at hr@vmware.com.

Thank you,
VMware Human Resources",action_required,0.85,action_required,neutral,0.0,Healthcare Data Analyst,,hr@vmware.com.,"February 24, 2025","hi micheal gary scott, as part of the hiring process for the healthcare data analyst position at vmware, we need you to complete a background check authorization. please click the link below to provide the required information: background check portal this must be completed by february 24, 2025."
Cisco,Schedule your interview with Cisco,2025-01-03,"Hi Michael Gary Scott,

Great news! After reviewing your application for the Supply Chain Analyst role, we'd like to move forward with an interview.

Please use the following link to schedule your interview:
[Scheduling Link]

The phone screen will last approximately 30 minutes and will cover your background, experience, and interest in the role.

If you have any questions, feel free to reach out to me directly.

Best,
Thomas Brown
Recruiter, Cisco",interview,0.95,interview,positive,1.0,Supply Chain Analyst,,,,"after reviewing your application for the supply chain analyst role, we'd like to move forward with an interview. please use the following link to schedule your interview: scheduling link the phone screen will last approximately 30 minutes and will cover your background, experience, and interest in the role."
Honeywell,Your Honeywell offer,2025-02-14,"Hi Micheal Gary Scott,

Fantastic news - we'd love to have you join us at Honeywell! I'm pleased to extend a formal offer for the Clinical Data Analyst position.

The details:
- Compensation: $95,000 annually
- Start date: April 09, 2025
- Reports to: Samantha Young

We've attached the full offer package for your review. Take your time looking through it and let me know if you have any questions.

We're really excited about this!

Christopher Martinez
Honeywell",acceptance,0.95,acceptance,positive,1.0,,,,"April 09, 2025","i'm pleased to extend a formal offer for the clinical data analyst position. the details: - compensation: 95,000 annually - start date: april 09, 2025 - reports to: samantha young we've attached the full offer package for your review."
Bain,Action Required: Complete your assessment for Bain,2025-01-15,"Dear Micheal Gary Scott,

Thank you for applying to the Strategy Analyst position at Bain. As the next step in our hiring process, we'd like you to complete an online assessment.

Please complete the assessment within 5 business days (by February 20, 2025). The assessment will take approximately 60-90 minutes.

Click the link below to begin:
[Assessment Link]

If you have any technical difficulties, please contact our support team.

Good luck!
Bain Recruiting",action_required,0.95,action_required,neutral,0.0,Strategy Analyst,,,"February 20, 2025","as the next step in our hiring process, we'd like you to complete an online assessment. please complete the assessment within 5 business days by february 20, 2025 ."
Moderna,"Michael Gary Scott, your application was sent to Moderna",2025-01-28,"Your application was sent to Moderna

Michael Gary Scott your application was sent to Moderna

Moderna
Actuarial Analyst

Your application was sent to the employer. Good luck!

Note: This email confirms your application was submitted.",in_process,0.7,in_process,neutral,0.0,,,,,your application was sent to moderna michael gary scott your application was sent to moderna moderna actuarial analyst your application was sent to the employer. note: this email confirms your application was submitted.
Citi,Senior Software Engineer at Citi: we've got your application,2025-02-11,"Hello Michael Gary Scott,

We've received your application for the Senior Software Engineer position at Citi. Thank you for taking the time to apply and for considering joining us.

First of all, our recruiters will take a close look at your resume and cover letter. If your qualifications are a good match for the role, you'll hear from us soon.

In the meantime, feel free to explore other opportunities on our careers page.

Best regards,
The Citi Talent Team",in_process,0.7,in_process,neutral,0.0,Senior Software Engineer,The Citi,,,"hello michael gary scott, we've received your application for the senior software engineer position at citi. thank you for taking the time to apply and for considering joining us."
